study_id,instance,monomer_a,monomer_b,hb_ratio,hv_ratio,mw,mw_units,mn,mn_units,pdi,shape,shape_grouped,thickness,units_thickness,surface,surface_units,diameter,diameter_units,length,length_units,additive,additive1_name,additive1_percentage,additive1_percentage_units,additive1_use,additive2_name,additive2_percentage,additive2_percentage_units,additive2_use,additive3_name,additive3_percentage,additive3_percentage_units,additive3_use,polymer_percentage,iso,astm,assay,assay_grouped,cell_line,cell_line_grouped,cell_line_type,exposure_type,no_cells_per_well,inoculum_concentration_units,culture_medium,culture_medium_grouped,dilution_medium,dilution_medium_grouped,concentration,concentration_units,dilution,sterilization_method,incubation_time,incubation_time_units,incubation_temperature,incubation_temperature_units,co2_percentage,air,extraction_dynamics,extraction_time,units_extraction_time,extraction_temperature,units_extraction_t,extraction_medium,extraction_medium_grouped,extraction_surface_area_ratio,extraction_surface_area_ratio_units,number_of_cells_well,cell_viability_percentage,toxicity,growth_constant_μ,growth_constant_μ_units,rgr,toxicity_grade,growth_inhibition_percentage
32,22,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,1.3,mg/l,,,24.0,hours,37.0,celsius,,,,,,,,,,,,,72.9007131587942,toxic,,,,,
32,23,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,3.0,mg/l,,,24.0,hours,37.0,celsius,,,,,,,,,,,,,68.5945163934364,toxic,,,,,
32,24,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,6.0,mg/l,,,24.0,hours,37.0,celsius,,,,,,,,,,,,,78.0681492772235,toxic,,,,,
32,25,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.0,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,99.5991331040125,non-toxic,,,,,
32,26,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.2,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,72.0394738057227,toxic,,,,,
32,27,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.6,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,62.5658409219355,toxic,,,,,
32,28,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,1.3,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,53.0922080381484,toxic,,,,,
32,29,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,3.0,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,48.7860112727906,toxic,,,,,
32,30,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,6.0,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,41.8960964482182,toxic,,,,,
32,31,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.0,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,102.182851163227,non-toxic,,,,,
32,32,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.2,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,56.5371654504346,toxic,,,,,
32,33,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.6,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,53.0922080381484,toxic,,,,,
32,34,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,1.3,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,48.7860112727906,toxic,,,,,
32,35,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,3.0,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,30.6999848582879,toxic,,,,,
32,36,3hb,,100.0,0.0,437000.0,g/mol,1506896.551724138,,0.29,nanospheres,particulate,,,,,178.15,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,6.0,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,19.5038732683576,toxic,,,,,
32,37,3hb,3hv,85.0,15.0,185000.0,g/mol,528571.4285714286,,0.35,nanospheres,particulate,,,,,40.75,nm,,,yes,fa,33.33,%w/w_of_total_dry_mass,functional_or_targeting,peg,33.33,,stabilizer,,0.0,,not_applicable,33.33,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.0,mg/l,,,24.0,hours,37.0,celsius,,,,,,,,,,,,,101.754385964912,non-toxic,,,,,
32,38,3hb,3hv,85.0,15.0,185000.0,g/mol,528571.4285714286,,0.35,nanospheres,particulate,,,,,40.75,nm,,,yes,fa,33.33,%w/w_of_total_dry_mass,functional_or_targeting,peg,33.33,,stabilizer,,0.0,,not_applicable,33.33,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.2,mg/l,,,24.0,hours,37.0,celsius,,,,,,,,,,,,,101.754385964912,non-toxic,,,,,
32,39,3hb,3hv,85.0,15.0,185000.0,g/mol,528571.4285714286,,0.35,nanospheres,particulate,,,,,40.75,nm,,,yes,fa,33.33,%w/w_of_total_dry_mass,functional_or_targeting,peg,33.33,,stabilizer,,0.0,,not_applicable,33.33,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.6,mg/l,,,24.0,hours,37.0,celsius,,,,,,,,,,,,,102.631578947368,non-toxic,,,,,
32,40,3hb,3hv,85.0,15.0,185000.0,g/mol,528571.4285714286,,0.35,nanospheres,particulate,,,,,40.75,nm,,,yes,fa,33.33,%w/w_of_total_dry_mass,functional_or_targeting,peg,33.33,,stabilizer,,0.0,,not_applicable,33.33,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,1.3,mg/l,,,24.0,hours,37.0,celsius,,,,,,,,,,,,,101.754385964912,non-toxic,,,,,
32,41,3hb,3hv,85.0,15.0,185000.0,g/mol,528571.4285714286,,0.35,nanospheres,particulate,,,,,40.75,nm,,,yes,fa,33.33,%w/w_of_total_dry_mass,functional_or_targeting,peg,33.33,,stabilizer,,0.0,,not_applicable,33.33,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,3.0,mg/l,,,24.0,hours,37.0,celsius,,,,,,,,,,,,,101.754385964912,non-toxic,,,,,
