study_id,instance,monomer_a,monomer_b,hb_ratio,hv_ratio,mw,mw_units,mn,mn_units,pdi,shape,shape_grouped,thickness,units_thickness,surface,surface_units,diameter,diameter_units,length,length_units,additive,additive1_name,additive1_percentage,additive1_percentage_units,additive1_use,additive2_name,additive2_percentage,additive2_percentage_units,additive2_use,additive3_name,additive3_percentage,additive3_percentage_units,additive3_use,polymer_percentage,iso,astm,assay,assay_grouped,cell_line,cell_line_grouped,cell_line_type,exposure_type,no_cells_per_well,inoculum_concentration_units,culture_medium,culture_medium_grouped,dilution_medium,dilution_medium_grouped,concentration,concentration_units,dilution,sterilization_method,incubation_time,incubation_time_units,incubation_temperature,incubation_temperature_units,co2_percentage,air,extraction_dynamics,extraction_time,units_extraction_time,extraction_temperature,units_extraction_t,extraction_medium,extraction_medium_grouped,extraction_surface_area_ratio,extraction_surface_area_ratio_units,number_of_cells_well,cell_viability_percentage,toxicity,growth_constant_μ,growth_constant_μ_units,rgr,toxicity_grade,growth_inhibition_percentage
32,59,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,3.0,mg/l,,,24.0,hours,37.0,celsius,,,,,,,,,,,,,68.4210526315789,toxic,,,,,
32,60,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,6.0,mg/l,,,24.0,hours,37.0,celsius,,,,,,,,,,,,,77.1929824561403,toxic,,,,,
32,61,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.0,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,100.802558765076,non-toxic,,,,,
32,62,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.2,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,77.020888300667,toxic,,,,,
32,63,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.6,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,66.884430110106,toxic,,,,,
32,64,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,1.3,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,59.0871532060946,toxic,,,,,
32,65,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,3.0,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,54.0189330340826,toxic,,,,,
32,66,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,6.0,mg/l,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,48.9507128620705,toxic,,,,,
32,67,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.0,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,101.192416363989,non-toxic,,,,,
32,68,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.2,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,59.4770286515441,toxic,,,,,
32,69,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,0.6,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,53.2391999897204,toxic,,,,,
32,70,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,1.3,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,46.6115315755208,toxic,,,,,
32,71,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,3.0,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,41.5432935569718,toxic,,,,,
32,72,3hb,3hv,85.0,15.0,185000.0,g/mol,451219.51219512196,,0.41,nanospheres,particulate,,,,,125.89,nm,,,yes,fa,32.9,%w/w_of_total_dry_mass,functional_or_targeting,peg,32.9,,stabilizer,epi,1.32,,active_drug,32.9,,,mtt,metabolic_activity,mcf7,epithelial_cancer,human,direct_contact,6000.0,cells/well,dmem_10fbs_pen_strep,dmem,,,6.0,mg/l,,,72.0,hours,37.0,celsius,,,,,,,,,,,,,30.6271023220485,toxic,,,,,
33,1,3hb,,100.0,0.0,,,,,,film,planar_bulk,,,,,,,,,yes,cnw,2.0,%w/w_of_total_dry_mass,structural_or_mechanical,,0.0,,not_applicable,,0.0,,not_applicable,98.0,,,mts,metabolic_activity,pbmc,immune,human,direct_contact,1000000.0,cells/well,rpmi_1640_+_50_µg/ml_gentamicin_sulfate_+_200_mm_l-glutamine_+_10_%_heat-inactivated_pooled_human_serum,rpmi_or_hams,,,,,,autoclaved,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,,,88.1818174724737,non-toxic,,,,,
33,2,3hb,,100.0,0.0,,,,,,film,planar_bulk,,,,,,,,,yes,cnw,10.0,%w/w_of_total_dry_mass,structural_or_mechanical,,0.0,,not_applicable,,0.0,,not_applicable,90.0,,,mts,metabolic_activity,pbmc,immune,human,direct_contact,1000000.0,cells/well,rpmi_1640_+_50_µg/ml_gentamicin_sulfate_+_200_mm_l-glutamine_+_10_%_heat-inactivated_pooled_human_serum,rpmi_or_hams,,,,,,autoclaved,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,,,104.999999219721,non-toxic,,,,,
33,3,3hb,,100.0,0.0,,,,,,film,planar_bulk,,,,,,,,,yes,mcc,2.0,%w/w_of_total_dry_mass,structural_or_mechanical,,0.0,,not_applicable,,0.0,,not_applicable,98.0,,,mts,metabolic_activity,pbmc,immune,human,direct_contact,1000000.0,cells/well,rpmi_1640_+_50_µg/ml_gentamicin_sulfate_+_200_mm_l-glutamine_+_10_%_heat-inactivated_pooled_human_serum,rpmi_or_hams,,,,,,autoclaved,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,,,86.8181895500365,non-toxic,,,,,
33,4,3hb,,100.0,0.0,,,,,,film,planar_bulk,,,,,,,,,yes,mcc,10.0,%w/w_of_total_dry_mass,structural_or_mechanical,,0.0,,not_applicable,,0.0,,not_applicable,90.0,,,mts,metabolic_activity,pbmc,immune,human,direct_contact,1000000.0,cells/well,rpmi_1640_+_50_µg/ml_gentamicin_sulfate_+_200_mm_l-glutamine_+_10_%_heat-inactivated_pooled_human_serum,rpmi_or_hams,,,,,,autoclaved,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,,,89.5454578793735,non-toxic,,,,,
34,1,3hb,,100.0,0.0,,,,,,nanofibers,fibrous,,,,,534.0,nm,,,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,10993-5,,mtt,metabolic_activity,chondrocytes,other_or_primary,other_mammal,direct_contact,160000.0,cells/well,"dmem-f12,_9_%_fbs,_1_%_pen/strep",dmem,,,,,,ethanol_immersion,24.0,hours,37.0,celsius,,,,,,,,,,,,,54.5097893347387,toxic,,,,,
34,2,3hb,,100.0,0.0,,,,,,nanofibers,fibrous,,,,,534.0,nm,,,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,10993-5,,mtt,metabolic_activity,chondrocytes,other_or_primary,other_mammal,direct_contact,160000.0,cells/well,"dmem-f12,_9_%_fbs,_1_%_pen/strep",dmem,,,,,,ethanol_immersion,168.0,hours,37.0,celsius,,,,,,,,,,,,,58.6274485024032,toxic,,,,,
34,3,3hb,,100.0,0.0,,,,,,nanofibers,fibrous,,,,,289.0,nm,,,yes,starch,10.0,%w/w_of_total_dry_mass,structural_or_mechanical,,0.0,,not_applicable,,0.0,,not_applicable,90.0,10993-5,,mtt,metabolic_activity,chondrocytes,other_or_primary,other_mammal,direct_contact,160000.0,cells/well,"dmem-f12,_9_%_fbs,_1_%_pen/strep",dmem,,,,,,ethanol_immersion,24.0,hours,37.0,celsius,,,,,,,,,,,,,90.7843153418356,non-toxic,,,,,
34,4,3hb,,100.0,0.0,,,,,,nanofibers,fibrous,,,,,289.0,nm,,,yes,starch,10.0,%w/w_of_total_dry_mass,structural_or_mechanical,,0.0,,not_applicable,,0.0,,not_applicable,90.0,10993-5,,mtt,metabolic_activity,chondrocytes,other_or_primary,other_mammal,direct_contact,160000.0,cells/well,"dmem-f12,_9_%_fbs,_1_%_pen/strep",dmem,,,,,,ethanol_immersion,168.0,hours,37.0,celsius,,,,,,,,,,,,,97.4509814890718,non-toxic,,,,,
34,5,3hb,,100.0,0.0,,,,,,nanofibers,fibrous,,,,,158.0,nm,,,yes,starch,10.0,%w/w_of_total_dry_mass,structural_or_mechanical,hnt,2.0,,nanofiller,,0.0,,not_applicable,88.0,10993-5,,mtt,metabolic_activity,chondrocytes,other_or_primary,other_mammal,direct_contact,160000.0,cells/well,"dmem-f12,_9_%_fbs,_1_%_pen/strep",dmem,,,,,,ethanol_immersion,24.0,hours,37.0,celsius,,,,,,,,,,,,,92.7450997227815,non-toxic,,,,,
34,6,3hb,,100.0,0.0,,,,,,nanofibers,fibrous,,,,,158.0,nm,,,yes,starch,10.0,%w/w_of_total_dry_mass,structural_or_mechanical,hnt,2.0,,nanofiller,,0.0,,not_applicable,88.0,10993-5,,mtt,metabolic_activity,chondrocytes,other_or_primary,other_mammal,direct_contact,160000.0,cells/well,"dmem-f12,_9_%_fbs,_1_%_pen/strep",dmem,,,,,,ethanol_immersion,168.0,hours,37.0,celsius,,,,,,,,,,,,,98.8235245718949,non-toxic,,,,,
35,1,3hb,,100.0,0.0,,,,,,fibrous_sheets,fibrous,10.0,μm,,,2.22,μm,1.0,cm,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,amine_reactive_assay,membrane_integrity,drg_neurons,other_or_primary,mouse,direct_contact,20000.0,cells/well,f12_10fcs_primocin,rpmi_or_hams,,,,,,ethanol_immersion,48.0,hours,,,,,,,,,,,,,,,77.7385115571377,toxic,,,,,
35,2,3hb,,100.0,0.0,,,,,,fibrous_sheets,fibrous,10.0,μm,,,1.36,μm,1.0,cm,yes,melanin,30.0,%w/w_of_total_dry_mass,functional_or_targeting,,0.0,,not_applicable,,0.0,,not_applicable,70.0,,,amine_reactive_assay,membrane_integrity,drg_neurons,other_or_primary,mouse,direct_contact,20000.0,cells/well,f12_10fcs_primocin,rpmi_or_hams,,,,,,ethanol_immersion,48.0,hours,,,,,,,,,,,,,,,80.9187236141396,non-toxic,,,,,
36,1,3hb,,100.0,0.0,,,,,0.388,liposomal_particles,particulate,,,,,,,257.0,nm,yes,pc,63.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,27.0,,stabilizer,,0.0,,not_applicable,10.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,10.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,80.3305582521149,non-toxic,,,,,
36,2,3hb,,100.0,0.0,,,,,0.388,liposomal_particles,particulate,,,,,,,257.0,nm,yes,pc,63.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,27.0,,stabilizer,,0.0,,not_applicable,10.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,20.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,69.4215003597794,toxic,,,,,
36,3,3hb,,100.0,0.0,,,,,0.388,liposomal_particles,particulate,,,,,,,257.0,nm,yes,pc,63.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,27.0,,stabilizer,,0.0,,not_applicable,10.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,30.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,67.4380146529736,toxic,,,,,
36,4,3hb,,100.0,0.0,,,,,0.388,liposomal_particles,particulate,,,,,,,257.0,nm,yes,pc,63.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,27.0,,stabilizer,,0.0,,not_applicable,10.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,40.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,60.4958827762111,toxic,,,,,
36,5,3hb,,100.0,0.0,,,,,0.388,liposomal_particles,particulate,,,,,,,257.0,nm,yes,pc,63.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,27.0,,stabilizer,,0.0,,not_applicable,10.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,50.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,50.5784996402205,toxic,,,,,
36,6,3hb,,100.0,0.0,,,,,0.388,liposomal_particles,particulate,,,,,,,257.0,nm,yes,pc,63.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,27.0,,stabilizer,,0.0,,not_applicable,10.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,60.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,50.5784996402205,toxic,,,,,
36,7,3hb,,100.0,0.0,,,,,0.388,liposomal_particles,particulate,,,,,,,257.0,nm,yes,pc,63.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,27.0,,stabilizer,,0.0,,not_applicable,10.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,70.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,54.5454710538322,toxic,,,,,
36,8,3hb,,100.0,0.0,,,,,0.567,liposomal_particles,particulate,,,,,,,535.0,nm,yes,pc,35.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,15.0,,stabilizer,,0.0,,not_applicable,50.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,10.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,82.3140439589207,non-toxic,,,,,
36,9,3hb,,100.0,0.0,,,,,0.567,liposomal_particles,particulate,,,,,,,535.0,nm,yes,pc,35.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,15.0,,stabilizer,,0.0,,not_applicable,50.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,20.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,74.380146529736,toxic,,,,,
36,10,3hb,,100.0,0.0,,,,,0.567,liposomal_particles,particulate,,,,,,,535.0,nm,yes,pc,35.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,15.0,,stabilizer,,0.0,,not_applicable,50.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,30.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,56.5289113625994,toxic,,,,,
36,11,3hb,,100.0,0.0,,,,,0.567,liposomal_particles,particulate,,,,,,,535.0,nm,yes,pc,35.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,15.0,,stabilizer,,0.0,,not_applicable,50.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,40.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,56.5289113625994,toxic,,,,,
36,12,3hb,,100.0,0.0,,,,,0.567,liposomal_particles,particulate,,,,,,,535.0,nm,yes,pc,35.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,15.0,,stabilizer,,0.0,,not_applicable,50.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,50.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,54.5454710538322,toxic,,,,,
36,13,3hb,,100.0,0.0,,,,,0.567,liposomal_particles,particulate,,,,,,,535.0,nm,yes,pc,35.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,15.0,,stabilizer,,0.0,,not_applicable,50.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,60.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,51.5702651926427,toxic,,,,,
36,14,3hb,,100.0,0.0,,,,,0.567,liposomal_particles,particulate,,,,,,,535.0,nm,yes,pc,35.0,%w/w_of_total_dry_mass,formulation_aid,cholesterol,15.0,,stabilizer,,0.0,,not_applicable,50.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,70.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,48.5950593314533,toxic,,,,,
36,15,3hb,,100.0,0.0,,,,,0.404,liposomal_particles,particulate,,,,,,,308.0,nm,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,10.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,61.4876029305947,toxic,,,,,
36,16,3hb,,100.0,0.0,,,,,0.404,liposomal_particles,particulate,,,,,,,308.0,nm,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,20.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,58.5123970694053,toxic,,,,,
36,17,3hb,,100.0,0.0,,,,,0.404,liposomal_particles,particulate,,,,,,,308.0,nm,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,30.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,62.4793230849783,toxic,,,,,
36,18,3hb,,100.0,0.0,,,,,0.404,liposomal_particles,particulate,,,,,,,308.0,nm,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,40.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,49.5867794858368,toxic,,,,,
36,19,3hb,,100.0,0.0,,,,,0.404,liposomal_particles,particulate,,,,,,,308.0,nm,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,50.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,42.6446476090744,toxic,,,,,
36,20,3hb,,100.0,0.0,,,,,0.404,liposomal_particles,particulate,,,,,,,308.0,nm,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,60.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,38.6776761954628,toxic,,,,,
36,21,3hb,,100.0,0.0,,,,,0.404,liposomal_particles,particulate,,,,,,,308.0,nm,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hacat,other_or_primary,human,direct_contact,,,"dmem_high_glucose,_0.4_mm_l-glutamine,_no_sodium_pyruvate,_10_%_fbs,_1_%_atb",dmem,,,70.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,40.6611619022686,toxic,,,,,
37,1,3hb,,100.0,0.0,155436.0,g/mol,143258.0,g/mol,1.08,,,,,,,,,,,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hepg2,epithelial_cancer,human,direct_contact,2000.0,cells/well,dmem_+_10_%_fbs_+_penicillin_100_u/ml_+_streptomycin_100_µg/ml,dmem,,,50.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,100.0,non-toxic,,,,,
37,2,3hb,,100.0,0.0,155436.0,g/mol,143258.0,g/mol,1.08,,,,,,,,,,,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hepg2,epithelial_cancer,human,direct_contact,2000.0,cells/well,dmem_+_10_%_fbs_+_penicillin_100_u/ml_+_streptomycin_100_µg/ml,dmem,,,100.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,98.3870992749835,non-toxic,,,,,
37,3,3hb,,100.0,0.0,155436.0,g/mol,143258.0,g/mol,1.08,,,,,,,,,,,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hepg2,epithelial_cancer,human,direct_contact,2000.0,cells/well,dmem_+_10_%_fbs_+_penicillin_100_u/ml_+_streptomycin_100_µg/ml,dmem,,,200.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,98.3870992749835,non-toxic,,,,,
37,4,3hb,,100.0,0.0,155436.0,g/mol,143258.0,g/mol,1.08,,,,,,,,,,,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,,mtt,metabolic_activity,hepg2,epithelial_cancer,human,direct_contact,2000.0,cells/well,dmem_+_10_%_fbs_+_penicillin_100_u/ml_+_streptomycin_100_µg/ml,dmem,,,400.0,mg/l,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,,,98.7096749900159,non-toxic,,,,,
38,1,3hb,3hv,88.0,12.0,,,,,,film_plates,planar_bulk,2.0,mm,,,,,,,no,,0.0,,not_applicable,,0.0,,not_applicable,,0.0,,not_applicable,100.0,,f813-83,mtt,metabolic_activity,vero,other_or_primary,other_mammal,indirect_contact,,,not_reported,not_reported,,,,,,,,,,,,,,,,,,,,,,,120.223853491021,non-toxic,,,,,
